CellLine,TissueOrigin,rail_id,external_id,study,BigWigURL
HEC59,ENDOMETRIUM,2278582,SRR8615625,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/25/sra.base_sums.SRP186687_SRR8615625.ALL.bw
HEC6,ENDOMETRIUM,2278614,SRR8615626,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/26/sra.base_sums.SRP186687_SRR8615626.ALL.bw
HEKTE,KIDNEY,2278647,SRR8615627,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/27/sra.base_sums.SRP186687_SRR8615627.ALL.bw
HEL9217,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2278679,SRR8615628,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/28/sra.base_sums.SRP186687_SRR8615628.ALL.bw
HELA,CERVIX,2278711,SRR8615629,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/29/sra.base_sums.SRP186687_SRR8615629.ALL.bw
HEL,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2278933,SRR8615630,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/30/sra.base_sums.SRP186687_SRR8615630.ALL.bw
DOHH2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2278963,SRR8615631,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/31/sra.base_sums.SRP186687_SRR8615631.ALL.bw
DND41,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2278998,SRR8615632,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/32/sra.base_sums.SRP186687_SRR8615632.ALL.bw
ECC10,STOMACH,2279028,SRR8615633,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/33/sra.base_sums.SRP186687_SRR8615633.ALL.bw
EBC1,LUNG,2279060,SRR8615634,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/34/sra.base_sums.SRP186687_SRR8615634.ALL.bw
EB1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2279093,SRR8615635,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/35/sra.base_sums.SRP186687_SRR8615635.ALL.bw
DV90,LUNG,2279127,SRR8615636,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/36/sra.base_sums.SRP186687_SRR8615636.ALL.bw
A2058,SKIN,2279159,SRR8615637,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/37/sra.base_sums.SRP186687_SRR8615637.ALL.bw
A204,SOFT_TISSUE,2279192,SRR8615638,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/38/sra.base_sums.SRP186687_SRR8615638.ALL.bw
COLO679,SKIN,2279225,SRR8615639,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/39/sra.base_sums.SRP186687_SRR8615639.ALL.bw
PC14,LUNG,2279447,SRR8615640,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/40/sra.base_sums.SRP186687_SRR8615640.ALL.bw
PC3,PROSTATE,2279479,SRR8615641,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/41/sra.base_sums.SRP186687_SRR8615641.ALL.bw
786O,KIDNEY,2279509,SRR8615642,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/42/sra.base_sums.SRP186687_SRR8615642.ALL.bw
769P,KIDNEY,2279543,SRR8615643,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/43/sra.base_sums.SRP186687_SRR8615643.ALL.bw
8505C,THYROID,2279575,SRR8615644,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/44/sra.base_sums.SRP186687_SRR8615644.ALL.bw
8305C,THYROID,2279607,SRR8615645,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/45/sra.base_sums.SRP186687_SRR8615645.ALL.bw
A101D,SKIN,2279639,SRR8615646,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/46/sra.base_sums.SRP186687_SRR8615646.ALL.bw
8MGBA,CENTRAL_NERVOUS_SYSTEM,2279670,SRR8615647,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/47/sra.base_sums.SRP186687_SRR8615647.ALL.bw
A172,CENTRAL_NERVOUS_SYSTEM,2279703,SRR8615648,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/48/sra.base_sums.SRP186687_SRR8615648.ALL.bw
A1207,CENTRAL_NERVOUS_SYSTEM,2279735,SRR8615649,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/49/sra.base_sums.SRP186687_SRR8615649.ALL.bw
SNU475,LIVER,2279959,SRR8615650,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/50/sra.base_sums.SRP186687_SRR8615650.ALL.bw
SNU478,BILIARY_TRACT,2279991,SRR8615651,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/51/sra.base_sums.SRP186687_SRR8615651.ALL.bw
SNU489,CENTRAL_NERVOUS_SYSTEM,2280029,SRR8615652,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/52/sra.base_sums.SRP186687_SRR8615652.ALL.bw
SNU503,LARGE_INTESTINE,2280061,SRR8615653,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/53/sra.base_sums.SRP186687_SRR8615653.ALL.bw
SNU423,LIVER,2280093,SRR8615654,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/54/sra.base_sums.SRP186687_SRR8615654.ALL.bw
SNU449,LIVER,2280126,SRR8615655,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/55/sra.base_sums.SRP186687_SRR8615655.ALL.bw
SNU466,CENTRAL_NERVOUS_SYSTEM,2280156,SRR8615656,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/56/sra.base_sums.SRP186687_SRR8615656.ALL.bw
SNU46,UPPER_AERODIGESTIVE_TRACT,2280186,SRR8615657,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/57/sra.base_sums.SRP186687_SRR8615657.ALL.bw
SNU520,STOMACH,2280218,SRR8615658,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/58/sra.base_sums.SRP186687_SRR8615658.ALL.bw
SNU5,STOMACH,2280252,SRR8615659,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/59/sra.base_sums.SRP186687_SRR8615659.ALL.bw
HUNS1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2280475,SRR8615660,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/60/sra.base_sums.SRP186687_SRR8615660.ALL.bw
HUH7,LIVER,2280506,SRR8615661,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/61/sra.base_sums.SRP186687_SRR8615661.ALL.bw
HUH6,LIVER,2280539,SRR8615662,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/62/sra.base_sums.SRP186687_SRR8615662.ALL.bw
HUH28,BILIARY_TRACT,2280570,SRR8615663,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/63/sra.base_sums.SRP186687_SRR8615663.ALL.bw
HUH1,LIVER,2280604,SRR8615664,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/64/sra.base_sums.SRP186687_SRR8615664.ALL.bw
HUG1N,STOMACH,2280636,SRR8615665,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/65/sra.base_sums.SRP186687_SRR8615665.ALL.bw
HUCCT1,BILIARY_TRACT,2280669,SRR8615666,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/66/sra.base_sums.SRP186687_SRR8615666.ALL.bw
HT,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2280701,SRR8615667,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/67/sra.base_sums.SRP186687_SRR8615667.ALL.bw
HUPT4,PANCREAS,2280731,SRR8615668,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/68/sra.base_sums.SRP186687_SRR8615668.ALL.bw
HUPT3,PANCREAS,2280765,SRR8615669,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/69/sra.base_sums.SRP186687_SRR8615669.ALL.bw
PECAPJ15,UPPER_AERODIGESTIVE_TRACT,2280987,SRR8615670,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/70/sra.base_sums.SRP186687_SRR8615670.ALL.bw
SW780,URINARY_TRACT,2281018,SRR8615671,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/71/sra.base_sums.SRP186687_SRR8615671.ALL.bw
TGBC11TKB,STOMACH,2281051,SRR8615672,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/72/sra.base_sums.SRP186687_SRR8615672.ALL.bw
SIGM5,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2281081,SRR8615673,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/73/sra.base_sums.SRP186687_SRR8615673.ALL.bw
SHP77,LUNG,2281117,SRR8615674,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/74/sra.base_sums.SRP186687_SRR8615674.ALL.bw
SIMA,AUTONOMIC_GANGLIA,2281146,SRR8615675,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/75/sra.base_sums.SRP186687_SRR8615675.ALL.bw
SIHA,CERVIX,2281180,SRR8615676,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/76/sra.base_sums.SRP186687_SRR8615676.ALL.bw
SKBR3,BREAST,2281213,SRR8615677,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/77/sra.base_sums.SRP186687_SRR8615677.ALL.bw
SJSA1,BONE,2281242,SRR8615678,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/78/sra.base_sums.SRP186687_SRR8615678.ALL.bw
SKES1,BONE,2281275,SRR8615679,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/79/sra.base_sums.SRP186687_SRR8615679.ALL.bw
SKCO1,LARGE_INTESTINE,2281501,SRR8615680,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/80/sra.base_sums.SRP186687_SRR8615680.ALL.bw
SKLMS1,SOFT_TISSUE,2281528,SRR8615681,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/81/sra.base_sums.SRP186687_SRR8615681.ALL.bw
SKHEP1,LIVER,2281563,SRR8615682,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/82/sra.base_sums.SRP186687_SRR8615682.ALL.bw
L540,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2281595,SRR8615683,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/83/sra.base_sums.SRP186687_SRR8615683.ALL.bw
LAMA84,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2281625,SRR8615684,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/84/sra.base_sums.SRP186687_SRR8615684.ALL.bw
PANC1,PANCREAS,2281658,SRR8615685,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/85/sra.base_sums.SRP186687_SRR8615685.ALL.bw
MV411,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2281720,SRR8615687,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/87/sra.base_sums.SRP186687_SRR8615687.ALL.bw
U118MG,CENTRAL_NERVOUS_SYSTEM,2281755,SRR8615688,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/88/sra.base_sums.SRP186687_SRR8615688.ALL.bw
U178,CENTRAL_NERVOUS_SYSTEM,2281788,SRR8615689,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/89/sra.base_sums.SRP186687_SRR8615689.ALL.bw
U251MG,CENTRAL_NERVOUS_SYSTEM,2282013,SRR8615690,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/90/sra.base_sums.SRP186687_SRR8615690.ALL.bw
PATU8902,PANCREAS,2282046,SRR8615691,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/91/sra.base_sums.SRP186687_SRR8615691.ALL.bw
U2OS,BONE,2282075,SRR8615692,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/92/sra.base_sums.SRP186687_SRR8615692.ALL.bw
U343,CENTRAL_NERVOUS_SYSTEM,2282108,SRR8615693,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/93/sra.base_sums.SRP186687_SRR8615693.ALL.bw
MOLT3,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2282141,SRR8615694,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/94/sra.base_sums.SRP186687_SRR8615694.ALL.bw
MONOMAC1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2282171,SRR8615695,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/95/sra.base_sums.SRP186687_SRR8615695.ALL.bw
MONOMAC6,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2282204,SRR8615696,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/96/sra.base_sums.SRP186687_SRR8615696.ALL.bw
MON,SOFT_TISSUE,2282237,SRR8615697,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/97/sra.base_sums.SRP186687_SRR8615697.ALL.bw
MORCPR,LUNG,2282270,SRR8615698,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/98/sra.base_sums.SRP186687_SRR8615698.ALL.bw
MPP89,PLEURA,2282302,SRR8615699,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/99/sra.base_sums.SRP186687_SRR8615699.ALL.bw
MSTO211H,PLEURA,2285596,SRR8615700,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8615700.ALL.bw
MUTZ3,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2285628,SRR8615701,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8615701.ALL.bw
KNS60,CENTRAL_NERVOUS_SYSTEM,2285660,SRR8615702,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8615702.ALL.bw
KNS42,CENTRAL_NERVOUS_SYSTEM,2285693,SRR8615703,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8615703.ALL.bw
KARPAS422,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2285723,SRR8615704,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8615704.ALL.bw
KARPAS620,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2285755,SRR8615705,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8615705.ALL.bw
KOPN8,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4571552,SRR8615706,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8615706.ALL.bw
KO52,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2285821,SRR8615707,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8615707.ALL.bw
KNS81,CENTRAL_NERVOUS_SYSTEM,2285855,SRR8615708,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8615708.ALL.bw
KNS62,LUNG,2285887,SRR8615709,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8615709.ALL.bw
JVM2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2286110,SRR8615710,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8615710.ALL.bw
JVM3,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2286143,SRR8615711,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8615711.ALL.bw
JURKAT,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2286173,SRR8615712,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8615712.ALL.bw
JURLMK1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4572384,SRR8615713,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8615713.ALL.bw
KALS1,CENTRAL_NERVOUS_SYSTEM,2286238,SRR8615714,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8615714.ALL.bw
KARPAS299,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2286270,SRR8615715,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8615715.ALL.bw
K029AX,SKIN,4572576,SRR8615716,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8615716.ALL.bw
K562,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2286334,SRR8615717,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8615717.ALL.bw
RH18,SOFT_TISSUE,2286366,SRR8615718,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8615718.ALL.bw
LCLC97TM1,LUNG,4572769,SRR8615719,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8615719.ALL.bw
TUHR14TKB,KIDNEY,4573217,SRR8615720,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/20/sra.base_sums.SRP186687_SRR8615720.ALL.bw
TUHR10TKB,KIDNEY,2286655,SRR8615721,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/21/sra.base_sums.SRP186687_SRR8615721.ALL.bw
RH30,SOFT_TISSUE,2286687,SRR8615722,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/22/sra.base_sums.SRP186687_SRR8615722.ALL.bw
U87MG,CENTRAL_NERVOUS_SYSTEM,2286719,SRR8615723,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/23/sra.base_sums.SRP186687_SRR8615723.ALL.bw
TTC709,SOFT_TISSUE,2286750,SRR8615724,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/24/sra.base_sums.SRP186687_SRR8615724.ALL.bw
TTC642,SOFT_TISSUE,2286783,SRR8615725,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/25/sra.base_sums.SRP186687_SRR8615725.ALL.bw
TT,THYROID,4573601,SRR8615726,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/26/sra.base_sums.SRP186687_SRR8615726.ALL.bw
TT,OESOPHAGUS,2286846,SRR8615727,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/27/sra.base_sums.SRP186687_SRR8615727.ALL.bw
TT2609C02,THYROID,2286878,SRR8615728,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/28/sra.base_sums.SRP186687_SRR8615728.ALL.bw
TOV21G,OVARY,2286910,SRR8615729,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/29/sra.base_sums.SRP186687_SRR8615729.ALL.bw
TTC549,SOFT_TISSUE,4574240,SRR8615730,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/30/sra.base_sums.SRP186687_SRR8615730.ALL.bw
TTC1240,SOFT_TISSUE,4574305,SRR8615731,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/31/sra.base_sums.SRP186687_SRR8615731.ALL.bw
GB1,CENTRAL_NERVOUS_SYSTEM,4574371,SRR8615732,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/32/sra.base_sums.SRP186687_SRR8615732.ALL.bw
GCIY,STOMACH,4574437,SRR8615733,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/33/sra.base_sums.SRP186687_SRR8615733.ALL.bw
OVMANA,OVARY,4574502,SRR8615734,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/34/sra.base_sums.SRP186687_SRR8615734.ALL.bw
FU97,STOMACH,4574563,SRR8615735,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/35/sra.base_sums.SRP186687_SRR8615735.ALL.bw
FUOV1,OVARY,4574628,SRR8615736,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/36/sra.base_sums.SRP186687_SRR8615736.ALL.bw
G292CLONEA141B1,BONE,4574692,SRR8615737,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/37/sra.base_sums.SRP186687_SRR8615737.ALL.bw
G361,SKIN,4574754,SRR8615738,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/38/sra.base_sums.SRP186687_SRR8615738.ALL.bw
G401,SOFT_TISSUE,4574816,SRR8615739,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/39/sra.base_sums.SRP186687_SRR8615739.ALL.bw
G402,SOFT_TISSUE,4575265,SRR8615740,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/40/sra.base_sums.SRP186687_SRR8615740.ALL.bw
GA10,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4575329,SRR8615741,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/41/sra.base_sums.SRP186687_SRR8615741.ALL.bw
GAMG,CENTRAL_NERVOUS_SYSTEM,4575392,SRR8615742,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/42/sra.base_sums.SRP186687_SRR8615742.ALL.bw
RL952,ENDOMETRIUM,2287742,SRR8615743,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/43/sra.base_sums.SRP186687_SRR8615743.ALL.bw
SH10TC,STOMACH,2287775,SRR8615744,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/44/sra.base_sums.SRP186687_SRR8615744.ALL.bw
SF295,CENTRAL_NERVOUS_SYSTEM,2287807,SRR8615745,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/45/sra.base_sums.SRP186687_SRR8615745.ALL.bw
SF268,CENTRAL_NERVOUS_SYSTEM,2287835,SRR8615746,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/46/sra.base_sums.SRP186687_SRR8615746.ALL.bw
RL,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2287866,SRR8615747,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/47/sra.base_sums.SRP186687_SRR8615747.ALL.bw
SF539,CENTRAL_NERVOUS_SYSTEM,2287898,SRR8615748,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/48/sra.base_sums.SRP186687_SRR8615748.ALL.bw
SET2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2287930,SRR8615749,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/49/sra.base_sums.SRP186687_SRR8615749.ALL.bw
SEM,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2288153,SRR8615750,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/50/sra.base_sums.SRP186687_SRR8615750.ALL.bw
SF172,CENTRAL_NERVOUS_SYSTEM,2288187,SRR8615751,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/51/sra.base_sums.SRP186687_SRR8615751.ALL.bw
SF126,CENTRAL_NERVOUS_SYSTEM,2288217,SRR8615752,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/52/sra.base_sums.SRP186687_SRR8615752.ALL.bw
OVKATE,OVARY,2288249,SRR8615753,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/53/sra.base_sums.SRP186687_SRR8615753.ALL.bw
U937,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2288283,SRR8615754,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/54/sra.base_sums.SRP186687_SRR8615754.ALL.bw
MDAMB134VI,BREAST,2288314,SRR8615755,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/55/sra.base_sums.SRP186687_SRR8615755.ALL.bw
MDAMB157,BREAST,2288348,SRR8615756,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/56/sra.base_sums.SRP186687_SRR8615756.ALL.bw
